sku,name,brand,category,uri,price
10071060,Gaseosa CONCORDIA de Piña Botella 500ml Paquete 6un,CONCORDIA,https://www.plazavea.com.pe/bebidas,https://www.plazavea.com.pe/gaseosa-concordia-de-pina-botella-500ml-paquete-6un/p,9.5
10596856,Infusión NATURE'S HEART Flor de Jamaica Caja 20un,NATURE'S HEART,https://www.plazavea.com.pe/desayunos,https://www.plazavea.com.pe/infusion-natures-heart-flor-de-jamaica-caja-20un/p,10.5
10929819,Leche GLORIA Niños Lata 170g Paquete 6un,GLORIA,https://www.plazavea.com.pe/lacteos-y-huevos,https://www.plazavea.com.pe/leche-gloria-ninos-lata-170g-paquete-6un/p,12.9
10214110,Pechuga de Pavita en Trozos SAN FERNANDO Congelado,SAN FERNANDO,https://www.plazavea.com.pe/carnes-aves-y-pescados,https://www.plazavea.com.pe/pechuga-de-pavita-en-trozos-san-fernando-congelado/p,15.9
11260528,Helado D'ONOFRIO Peziduri Vainilla Cremoso Pote 900ml,D'ONOFRIO,https://www.plazavea.com.pe/congelados,https://www.plazavea.com.pe/helado-donofrio-peziduri-vainilla-pote-900ml/p,9.9
11360244,Colageno Hidrolizado Mujer Aguaje 500 gr,MUJER AGUAJE,https://www.plazavea.com.pe/mercado-saludable,https://www.plazavea.com.pe/colageno-hidrolizado-mujer-aguaje-500-gr-100991178/p,109.0
10021793,Arroz Extra GRAN CHALAN Bolsa 750g,GRAN CHALAN,https://www.plazavea.com.pe/abarrotes,https://www.plazavea.com.pe/arroz-extra-gran-chalan-bolsa-750g/p,4.29
11073210,Jabón en Barra Lavanda CARICIA Bebé Bolsa 180g Paquete 2un,CARICIA,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/jabon-en-barra-lavanda-caricia-bebe-bolsa-180g-paquete-2un/p,6.3
11018326,Zanahoria Congelada BELL'S Bolsa 500g,BELL'S,https://www.plazavea.com.pe/frutas-y-verduras,https://www.plazavea.com.pe/zanahoria-congelada-bells-bolsa-500g/p,5.9
10889479,Bruma de almohada Descansa,GENÉRICO,https://www.plazavea.com.pe/mercado-saludable,https://www.plazavea.com.pe/bruma-de-almohada-descansa-100640615/p,45.0
12607,Escoba HUDE Para grandes superficies,HUDE,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/escoba-hude-para-grandes-superficies/p,15.9
11389790,Extractor de Leche Eléctrico DR. BROWN'S,DR. BROWN´S,https://www.plazavea.com.pe/bebe-e-infantil,https://www.plazavea.com.pe/extractor-de-leche-electrico-dr-browns/p,799.0
11139035,Mordedor TOMMEE TIPPEE Enfriable 2m Celeste,TOMMEE TIPPEE,https://www.plazavea.com.pe/bebe-e-infantil,https://www.plazavea.com.pe/mordedor-tommee-tippee-enfriable-2m-celeste/p,25.0
11399652,Tónico Regenerador Capilar Biotina La Brasiliana 60Ml,LA BRASILIANA,https://www.plazavea.com.pe/cuidado-personal-y-salud,https://www.plazavea.com.pe/tonico-regenerador-capilar-biotina-la-brasiliana-60ml-101031218/p,42.55
