sku,name,brand,category,uri,price
90326,Chorizo de Carne de Res y Cerdo OREGON FOODS Caja 600g,OREGON FOODS,https://www.plazavea.com.pe/quesos-y-fiambres,https://www.plazavea.com.pe/chorizo-de-carne-de-res-y-cerdo-oregon-foods-caja-600g/p,38.9
10219051,Miel LAKANTO Maple Syrup Botella 384ml,LAKANTO,https://www.plazavea.com.pe/desayunos,https://www.plazavea.com.pe/miel-lakanto-maple-syrup-botella-384ml/p,59.67
11009367,Máquina para Afeitar Recargable GILLETTE Mach3 Carbono Reutilizable con Carbón Activado Blíster 1un,GILLETTE,https://www.plazavea.com.pe/cuidado-personal-y-salud,https://www.plazavea.com.pe/maquina-para-afeitar-recargable-gillette-mach3-carbono-reutilizable-con-carbon-activado-blister-1un/p,22.9
11222512,Toalla Higiénica de Tela Bamboo Balance Tripack Regular Crema,BAMBOO BALANCE,https://www.plazavea.com.pe/cuidado-personal-y-salud,https://www.plazavea.com.pe/toalla-higienica-de-tela-bamboo-balance-tripack-regular-crema-100873035/p,89.0
10459,Deshumedecedor BOLASECA Bebé Caja 70g,BOLASECA,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/deshumedecedor-bolaseca-bebe-caja-70gr/p,12.2
1371,Pimienta SIBARITA Negra molida Frasco 40Gr,SIBARITA,https://www.plazavea.com.pe/abarrotes,https://www.plazavea.com.pe/pimienta-sibarita-negra-molida-frasco-40gr/p,9.9
10124022,Pizza Artesanal de Pepperoni HOME CHEF,HOME CHEF,https://www.plazavea.com.pe/pollo-rostizado-y-comidas-preparadas,https://www.plazavea.com.pe/pizza-artesanal-de-pepperoni-home-chef/p,17.9
15295,Piqueo BELL'S Mix Peruano Bolsa 100g,BELL'S,https://www.plazavea.com.pe/abarrotes,https://www.plazavea.com.pe/piqueo-bells-mix-peruano-bolsa-100gr/p,3.9
9521,Frejol Chino,PLAZA VEA,https://www.plazavea.com.pe/frutas-y-verduras,https://www.plazavea.com.pe/frijol-chino-x-kilo/p,5.19
11027172,Color Rosado Cepillo Multifuncional de Limpia Botellas,RYBIU IMPORT,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/color-rosado-cepillo-multifuncional-de-limpia-botellas-100759953/p,33.0
10184629,Aromatizador Eléctrico BOREAL Lavanda Recarga Paquete 2un,BOREAL,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/aromatizador-electrico-boreal-lavanda-recarga-paquete-2un/p,16.9
11128240,Coche Moisés Italiano Doux Bebé Praga New Rosado,DOUX BEBE,https://www.plazavea.com.pe/bebe-e-infantil,https://www.plazavea.com.pe/coche-moises-italiano-doux-bebe-praga-new-rosado-100831079/p,539.0
10571846,Limpiador de Mantenimiento BINNER para Pisos de Madera Botella 1.9L,BINNER,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/limpiador-de-mantenimiento-binner-para-pisos-de-madera-botella-1-9l/p,54.9
10839787,Bolsa de Basura VIRUTEX 140lt Negro Rollo 15un,VIRUTEX,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/bolsa-de-basura-virutex-140lt-negro-rollo-15un/p,16.9
11135396,Set de Domino SKIP HOP Zoo,SKIP HOP,https://www.plazavea.com.pe/bebe-e-infantil,https://www.plazavea.com.pe/set-de-domino-skip-hop-zoo/p,29.4
11124875,Corral Cuidado Juegos para Bebes Niños,ANGIES BOUTIQUE,https://www.plazavea.com.pe/bebe-e-infantil,https://www.plazavea.com.pe/corral-cuidado-juegos-para-bebes-niños-100827714/p,249.9
2316,Galletitas BELL’S Sabor a Vainilla Bolsa 450g,BELL'S,https://www.plazavea.com.pe/abarrotes,https://www.plazavea.com.pe/galletitas-bells-sabor-a-vainilla-bolsa-450g/p,4.9
11538,Galletas MARQUESITAS con sabor a Coco Paquete 6un,VICTORIA,https://www.plazavea.com.pe/abarrotes,https://www.plazavea.com.pe/galletas-marquesitas-con-sabor-a-coco-paquete-6un/p,5.8
10277938,Jabón Líquido AROMASENSE Avena Frasco 580ml,AROMASENSE,https://www.plazavea.com.pe/cuidado-personal-y-salud,https://www.plazavea.com.pe/jabon-liquido-aromasense-avena-frasco-580ml/p,13.9
10758026,Queso Goya Rallado LA CAMPESINA Bolsa 1kg,CAMPESINA,https://www.plazavea.com.pe/quesos-y-fiambres,https://www.plazavea.com.pe/queso-goya-rallado-la-campesina-bolsa-1kg/p,23.25
10566169,Vincha Mujer SINGULAR Pied Negro,SINGULAR,https://www.plazavea.com.pe/cuidado-personal-y-salud,https://www.plazavea.com.pe/vincha-mujer-singular-pied-negro/p,4.9
40094,Desodorante en Gel para Hombre SPEED STICK Cool Night Frasco 85g,SPEED STICK,https://www.plazavea.com.pe/cuidado-personal-y-salud,https://www.plazavea.com.pe/desodorante-speed-stick-gel-cool-night-frasco-85g/p,19.9
10277924,Pasta Untable de Lúcuma y Cajú Con Fruto del Monje Lúcuma & Nuts Cajú y Monkfruit Frasco Vidrio 230g,THANIYAY,https://www.plazavea.com.pe/mercado-saludable,https://www.plazavea.com.pe/pasta-untable-de-lucuma-y-caju-con-fruto-del-monje-lucuma-nuts-caju-y-monkfruit-frasco-vidrio-230g-100168960/p,25.4
10748653,Cepillo de Dientes COLGATE RecyClean x2un,COLGATE,https://www.plazavea.com.pe/cuidado-personal-y-salud,https://www.plazavea.com.pe/cepillo-de-dientes-colgate-recyclean-x2un/p,19.3
10719596,Gel de Baño PALMOLIVE Jazmín Frasco 760ml,PALMOLIVE,https://www.plazavea.com.pe/cuidado-personal-y-salud,https://www.plazavea.com.pe/gel-de-bano-palmolive-jazmin-frasco-760ml/p,19.4
11118993,Mordedor Banana Amarillo Con Cadena Conejo Azul Para Bebe,GENÉRICO,https://www.plazavea.com.pe/bebe-e-infantil,https://www.plazavea.com.pe/mordedor-banana-amarillo-con-cadena-conejo-azul-para-bebe-100822322/p,32.0
11122776,Baby Brezza Formula Pro Advanced WiFi,GENÉRICO,https://www.plazavea.com.pe/bebe-e-infantil,https://www.plazavea.com.pe/baby-brezza-formula-pro-advanced-wifi-100826037/p,3609.0
11027162,Color Celeste Cepillo de Silicona Multifuncional,RYBIU IMPORT,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/color-celeste-cepillo-de-silicona-multifuncional-100759943/p,37.0
10035422,Condimento BADIA Garam Masala Frasco 120g,BADIA,https://www.plazavea.com.pe/abarrotes,https://www.plazavea.com.pe/condimento-badia-garam-masala-frasco-120g/p,22.7
11215180,"Vitamin A-10,000 Iu (100 Softg) + Vitamin D3-400 Iu (100 Softg) + Shaker",MASON NATURAL,https://www.plazavea.com.pe/cuidado-personal-y-salud,https://www.plazavea.com.pe/vitamin-a-10000-iu--100-softg----vitamin-d3-400-iu--100-softg----shaker-100867898/p,114.9
10921064,Cappuccino Premiun para la Mejora de la Concentración y la Memoria,UP GLOBAL COMPANY Y BIOLIFFE,https://www.plazavea.com.pe/mercado-saludable,https://www.plazavea.com.pe/cappuccino-premiun-para-la-mejora-de-la-concentracion-y-la-memoria-100667996/p,200.0
10026177,Cocoa Repostera Alcanizada NEGUSA Bolsa 150g,NEGUSA,https://www.plazavea.com.pe/panaderia-y-pasteleria,https://www.plazavea.com.pe/cocoa-repostera-alcanizada-negusa-bolsa-150g/p,7.2
3143,Leche LAIVE Entera Paquete 4un Caja 1L,LAIVE,https://www.plazavea.com.pe/lacteos-y-huevos,https://www.plazavea.com.pe/leche-laive-fresca-entera-pack-4un/p,22.5
10225877,Paño Reutilizable Antibacterial SCOTT Duramax Paquete 1un,SCOTT,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/pano-reutilizable-antibacterial-scott-duramax-paquete-1un/p,8.9
11060259,Cepillo Color Celeste de Botella de Silicona para Cocina,RYBIU IMPORT,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/cepillo-color-celeste-de-botella-de-silicona-para-cocina-100785861/p,27.0
10958750,Jabón Antibacterial en Barra PROTEX Avena Paquete 6x110g,PROTEX,https://www.plazavea.com.pe/cuidado-personal-y-salud,https://www.plazavea.com.pe/jabon-antibacterial-en-barra-protex-avena-paquete-6x110g/p,21.9
288,Tinte para Cabello KOLESTON Kit 20 Negro Caja 50ml,KOLESTON,https://www.plazavea.com.pe/cuidado-personal-y-salud,https://www.plazavea.com.pe/tinte-koleston-kit-20-negro-caja-50ml/p,27.9
32029,Filete de Atún BELL'S en Aceite Vegetal Lata 170g,BELL'S,https://www.plazavea.com.pe/abarrotes,https://www.plazavea.com.pe/filete-de-atun-bell-s-en-aceite-vegetal-lata-170g/p,4.6
10918140,Papas LAY'S Clásicas Bolsa 36g,LAY'S,https://www.plazavea.com.pe/abarrotes,https://www.plazavea.com.pe/papas-lays-clasicas-bolsa-36g/p,2.7
45581,Servilletas de Papel ARTI Rojo 3 Pliegues Paquete 20un,ARTI,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/servilletas-de-papel-arti-rojo-3-pliegues-paquete-20un/p,6.9
11068431,Difusor Humidificador Estilo Gota Antigravedad Blanco,SHEEPBUSTER,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/difusor-humidificador-estilo-gota-antigravedad-blanco-100793470/p,120.0
10901427,"Plato 6"" Olego Oxo Biodegradable x 10u. Color Rosado",OLEGO,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/plato-6--olego-oxo-biodegradable-x-10u--color-rosado-100650381/p,4.0
10901401,Cuchillo Olego Oxo Biodegradable x 10u. Color Anaranjado,OLEGO,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/cuchillo-olego-oxo-biodegradable-x-10u--color-anaranjado-100650356/p,2.0
11219218,"2 Vitamin A-10,000 Iu (100 Softg) + 2 Vitamin E-400 Iu (100 Soft) + Shaker",MASON NATURAL,https://www.plazavea.com.pe/cuidado-personal-y-salud,https://www.plazavea.com.pe/2-vitamin-a-10000-iu--100-softg----2-vitamin-e-400-iu--100-soft----shaker-100869718/p,354.9
10277906,Pasta Untable de Avellana Vainilla y Cacao Natural Cacao & Nuts Thaniyay Frasco Vidrio 345g,THANIYAY,https://www.plazavea.com.pe/mercado-saludable,https://www.plazavea.com.pe/pasta-untable-de-avellana-vainilla-y-cacao-natural-cacao-nuts-thaniyay-frasco-vidrio-345g-100168942/p,34.2
11019934,Plumero Expandible P81 RS o NJ Y Organizador de Escobas 18V,SASHIJA,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/plumero-expandible-p81-rs-o-nj-y-organizador-de-escobas-18v-100753386/p,35.9
11132563,Corral Cuna Always Together Pcolchon PBTina R,INFANTI,https://www.plazavea.com.pe/bebe-e-infantil,https://www.plazavea.com.pe/corral-cuna-always-together-pcolchon-pbtina-r-100835201/p,499.0
50073,Desodorante Spray NIVEA Invisible B&W Toque de Seda - Frasco 150ml,NIVEA,https://www.plazavea.com.pe/cuidado-personal-y-salud,https://www.plazavea.com.pe/desodorante-spray-nivea-invisible-b-w-toque-de-seda-frasco-150ml/p,15.9
11136773,Crema para Peinar LANOSTERIN Keratina Frasco 240ml,LANOSTERIN,https://www.plazavea.com.pe/cuidado-personal-y-salud,https://www.plazavea.com.pe/crema-para-peinar-lanosterin-keratina-frasco-240ml/p,17.9
10181294,Suavizante Concentrado Downy Romance Botella 750ml,DOWNY,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/suavizante-concentrado-downy-romance-botella-750ml/p,9.5
10604885,Juguete para Bebés FISHER PRICE Ace & Batman,FISHER PRICE,https://www.plazavea.com.pe/bebe-e-infantil,https://www.plazavea.com.pe/juguete-para-bebes-fisher-price-acebatman/p,89.0
51025,Máquina de Afeitar PERSONa Mystique Paquete 2un,PERSONNA,https://www.plazavea.com.pe/cuidado-personal-y-salud,https://www.plazavea.com.pe/maquina-de-afeitar-personna-mystique-paquete-2un/p,3.9
10767653,Tortillas BIMBO Cero Cero Bolsa 280g,BIMBO,https://www.plazavea.com.pe/panaderia-y-pasteleria,https://www.plazavea.com.pe/tortillas-bimbo-cero-cero-bolsa-280g/p,6.5
24253,Chocolate SUBLIME Galleta y con Maní Empaque 28g,NESTLÉ,https://www.plazavea.com.pe/abarrotes,https://www.plazavea.com.pe/chocolate-con-galleta-y-mani-sublime-empaque-28g/p,1.9
9162,Queso Edam LAIVE Paquete 180g,LAIVE,https://www.plazavea.com.pe/quesos-y-fiambres,https://www.plazavea.com.pe/queso-edam-laive-paquete-180g/p,11.5
10211265,Focaccia de Aceituna Refrigerada,PLAZA VEA,https://www.plazavea.com.pe/pollo-rostizado-y-comidas-preparadas,https://www.plazavea.com.pe/focaccia-de-aceituna-refrigerada/p,7.5
10921069,Life Protection Nutrición y Regeneración de las Células,UP GLOBAL COMPANY Y BIOLIFFE,https://www.plazavea.com.pe/mercado-saludable,https://www.plazavea.com.pe/life-protection-nutricion-y-regeneracion-de-las-celulas-100668001/p,199.0
11071650,Crema de Ají Especial FERYMAR Envase 250g,FERYMAR,https://www.plazavea.com.pe/pollo-rostizado-y-comidas-preparadas,https://www.plazavea.com.pe/crema-de-aji-especial-ferymar-envase-250g/p,7.5
8081,Insecticida RAID Repuesto 24 noches Caja 24Un,RAID,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/insecticida-raid-repuesto-24-noches-caja-24un/p,12.9
10265461,Cocktail de Nueces VILLA NATURA Raisins & Seeds Bolsa 150g,VILLA NATURA,https://www.plazavea.com.pe/abarrotes,https://www.plazavea.com.pe/cocktail-de-nueces-villa-natura-raisinsseeds-bolsa-150g/p,10.9
11146854,Protector de Esquinas SAFETY 1ST de Silicona,SAFETY 1ST,https://www.plazavea.com.pe/bebe-e-infantil,https://www.plazavea.com.pe/protector-de-esquinas-safety-1st-de-silicona/p,39.9
169,Detergente líquido LA OCA Jabón natural Galonera 2L,LA OCA,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/detergente-liquido-la-oca-jabon-natural-galonera-2l/p,45.0
10758034,Jabón de Tocador PROTEX Carbón Detox 110g Paquete 6un,PROTEX,https://www.plazavea.com.pe/cuidado-personal-y-salud,https://www.plazavea.com.pe/jabon-de-tocador-protex-carbon-detox-110g-paquete-6un/p,19.9
11131861,Cojin Almohada de Lactancia para Bebe con Rayas,GENÉRICO,https://www.plazavea.com.pe/bebe-e-infantil,https://www.plazavea.com.pe/cojin-almohada-de-lactancia-para-bebe-con-rayas-100834579/p,85.0
10732938,Mantequilla de Maní Natural Joy 200gr,NATURAL JOY,https://www.plazavea.com.pe/panaderia-y-pasteleria,https://www.plazavea.com.pe/mantequilla-de-mani-natural-joy-200gr-100513058/p,15.0
266,Cereal BIO MACA Maca y Kiwicha Bolsa 130g,BIO MACA,https://www.plazavea.com.pe/desayunos,https://www.plazavea.com.pe/cereal-biomaca-maca-y-kiwicha-bolsa-130gr/p,3.49
2600,Mini Alfajores TINKAY sabor a Vainilla Caja 150g,TINKAY,https://www.plazavea.com.pe/panaderia-y-pasteleria,https://www.plazavea.com.pe/alfajor-mini-tinkay-sabor-a-vainilla-y-chocolate-caja-125gr/p,11.1
11140884,Juguete PLAYGRO Familia Patitos De Baño - Sellados,PLAYGRO,https://www.plazavea.com.pe/bebe-e-infantil,https://www.plazavea.com.pe/juguete-playgro-familia-patitos-de-banosellados/p,69.3
10733209,Cepillo ETERNA Juntas o Cantos (Modelos Aleatorios),ETERNA,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/cepillo-eterna-juntas-o-cantos/p,5.9
10939867,Recogedor Megaflip Hude,FANTA,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/recogedor-megaflip-hude-100686552/p,14.5
49582,Sal Rosada de Maras PERUVIAN Fina Bolsa 500g,PERUVIAN,https://www.plazavea.com.pe/abarrotes,https://www.plazavea.com.pe/sal-rosada-de-maras-peruvian-fina-bolsa-500g/p,9.9
18467,Limpiador Líquido Multiuso EASY OFF Bang Repuesto Doypack 500ml,EASYOFF,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/limpiador-liquido-multiuso-easy-off-bang-repuesto-doypack-500ml/p,11.5
50004,Barra de Cereal BHAKTI NATURA Chocolate Caja 60g,BHAKTI NATURA,https://www.plazavea.com.pe/desayunos,https://www.plazavea.com.pe/barra-de-cereal-bhakti-natura-chocolate-caja-60g/p,6.0
10609093,Cacao en polvo Kera Superfoods 1kg,KERA SUPERFOODS,https://www.plazavea.com.pe/mercado-saludable,https://www.plazavea.com.pe/cacao-en-polvo-kera-superfoods-1kg-100423052/p,47.0
11130733,Cuna Corral para Bebé Baby Kits Roma Gris,BABY KITS,https://www.plazavea.com.pe/bebe-e-infantil,https://www.plazavea.com.pe/cuna-corral-para-bebe-baby-kits-roma-gris-100833542/p,319.0
42146,Limpiador de Pisos Líquido CIF Aroma Flor de Loto y Eucalipto Botella 1.5L,CIF,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/limpiador-de-pisos-liquido-cif-aroma-flor-de-loto-y-eucalipto-botella-1-5l/p,7.5
10614710,Detergente Líquido Bio Enzimas SKIP Doypack 800ml,SKIP,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/detergente-liquido-bio-enzimas-skip-doypack-800ml/p,16.9
11170610,Correpasillo Para Niños Step 2 Moto Vintage Blanco,STEP 2,https://www.plazavea.com.pe/bebe-e-infantil,https://www.plazavea.com.pe/correpasillo-para-niños-step-2-moto-vintage-blanco-100857542/p,479.0
10041618,Medallones de Atún Congelado Bolsa 1Kg,PLAZA VEA,https://www.plazavea.com.pe/carnes-aves-y-pescados,https://www.plazavea.com.pe/medallones-de-atun-congelado-bolsa-1kg/p,49.99
11158384,Buggie Evezo EV348 Range Rover Evoque Azul,EVEZO,https://www.plazavea.com.pe/bebe-e-infantil,https://www.plazavea.com.pe/buggie-evezo-ev348-range-rover-evoque-azul-100854634/p,197.0
11148771,Juguete Fisher Price Batwheels 5 Batmobile,FISHER PRICE,https://www.plazavea.com.pe/bebe-e-infantil,https://www.plazavea.com.pe/juguete-fisher-price-batwheels-5-batmobile-100849991/p,179.9
10111213,Pack FRUCTIS Hair Food Aloe Shampoo Frasco 300ml + Crema de Tratamiento Frasco 350ml,FRUCTIS,https://www.plazavea.com.pe/cuidado-personal-y-salud,https://www.plazavea.com.pe/pack-fructis-hair-food-aloe-shampoo-frasco-300ml-crema-de-tratamiento-frasco-350ml/p,39.0
11069375,Salsa Pesto WALIBI Doypack 380g,WALIBI,https://www.plazavea.com.pe/abarrotes,https://www.plazavea.com.pe/salsa-pesto-walibi-doypack-380g/p,9.9
10214233,Pañal para Bebé BALANZÉ BABY Talla G Paquete 64un,BALANZÉ BABY,https://www.plazavea.com.pe/bebe-e-infantil,https://www.plazavea.com.pe/panal-para-bebe-balanze-baby-talla-g-paquete-64un/p,41.5
10609107,Maca Negra en Polvo Kera Superfoods 1kg,KERA SUPERFOODS,https://www.plazavea.com.pe/mercado-saludable,https://www.plazavea.com.pe/maca-negra-en-polvo-kera-superfoods-1kg-100423066/p,68.0
10189988,Quinua Tricolor TIYAPUY Orgánica Doypack 340g,TIYAPUY,https://www.plazavea.com.pe/abarrotes,https://www.plazavea.com.pe/quinua-tricolor-tiyapuy-organica-doypack-340g/p,8.8
4045,Pan Árabe Blanco EL CEDRO Bolsa 5un,EL CEDRO,https://www.plazavea.com.pe/panaderia-y-pasteleria,https://www.plazavea.com.pe/pan-arabe-blanco-el-cedro-bolsa-5un/p,4.0
10221559,Jamón California OTTO KUNZ Paquete 150g,OTTO KUNZ,https://www.plazavea.com.pe/quesos-y-fiambres,https://www.plazavea.com.pe/jamon-california-otto-kunz-paquete-150g/p,14.4
11067844,Secador de Calzado Eléctrico Portátil,GENÉRICO,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/secador-de-calzado-electrico-portatil-100792884/p,79.9
10614215,Capsulas de Cartílago de Tiburón Bionaturista,BIONATURISTA,https://www.plazavea.com.pe/mercado-saludable,https://www.plazavea.com.pe/capsulas-de-cartilago-de-tiburon-bionaturista-100425800/p,45.0
10523076,Salsa Honey Mustard HUELLA VERDE Pote 350ml,HUELLA VERDE,https://www.plazavea.com.pe/abarrotes,https://www.plazavea.com.pe/salsa-honey-mustard-huella-verde-pote-350ml/p,16.7
10031632,Pizzitas Cocktail Light IL PASTIFICIO Plevisani Bolsa 32un,IL PASTIFICIO,https://www.plazavea.com.pe/pollo-rostizado-y-comidas-preparadas,https://www.plazavea.com.pe/pizzitas-cocktail-light-il-pastificio-plevisani-bolsa-32un/p,22.99
6808,Protector Diario ALWAYS con Perfume Paquete 40un,ALWAYS,https://www.plazavea.com.pe/cuidado-personal-y-salud,https://www.plazavea.com.pe/protector-diario-always-paquete-40un/p,7.5
10278994,Mermelada de Fresa SPREAD sin Azúcar Añadida Frasco 390g,SPREAD,https://www.plazavea.com.pe/desayunos,https://www.plazavea.com.pe/mermelada-de-fresa-spread-sin-azucar-anadida-frasco-390g/p,19.9
11222509,Toalla Higiénica de Tela Bamboo Balance Pack Flujo Medio Crema,BAMBOO BALANCE,https://www.plazavea.com.pe/cuidado-personal-y-salud,https://www.plazavea.com.pe/toalla-higienica-de-tela-bamboo-balance-pack-flujo-medio-crema-100873032/p,199.0
14581,Chía Avena GRANO DE ORO Hojuelas Precocidas Bolsa 370g,GRANO DE ORO,https://www.plazavea.com.pe/desayunos,https://www.plazavea.com.pe/chia-avena-grano-de-oro-hojuelas-precocidas-bolsa-370g/p,4.9
10771512,Recortador de Cabello Wahl LEGEND 8147 418,LA NATURALEZA Y TU SALUD,https://www.plazavea.com.pe/mercado-saludable,https://www.plazavea.com.pe/recortador-de-cabello-wahl-legend-8147-418-100537327/p,499.0
