sku,name,brand,category,uri,price
15216,Combo REY Batea Moises #20 + Batea Trebol #12,REYPLAST,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/combo-rey-batea-moises-20-batea-trebol-12/p,15.9
10841994,Lejía BOREAL Limón Botella 2000g,BOREAL,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/lejia-boreal-limon-botella-2000g/p,4.8
10506004,Galletas de Agua Line COSTA Paquete 200g,COSTA,https://www.plazavea.com.pe/abarrotes,https://www.plazavea.com.pe/galletas-de-agua-line-costa-paquete-200g/p,3.0
10010565,Gel Antibacterial AVAL Natural Frasco 380ml,AVAL,https://www.plazavea.com.pe/cuidado-personal-y-salud,https://www.plazavea.com.pe/gel-antibacterial-aval-natural-frasco-380ml/p,4.9
11164324,Termometro Medico Infrarrojo Digital CONTEC Medición Corporal  Profesional,CONTEC,https://www.plazavea.com.pe/cuidado-personal-y-salud,https://www.plazavea.com.pe/termometro-medico-infrarrojo-digital-contec-medicion-corporal-profesional-100856371/p,149.0
11137168,C4 Ultimate Strawberry Watermelon 204gr 12serv,CELLUCOR,https://www.plazavea.com.pe/cuidado-personal-y-salud,https://www.plazavea.com.pe/c4-ultimate-strawberry-watermelon-204gr-12serv-100839245/p,149.0
11147140,Caballito Balancin Para Bebe Vtech 2 En 1,VTECH,https://www.plazavea.com.pe/bebe-e-infantil,https://www.plazavea.com.pe/caballito-balancin-para-bebe-vtech-2-en-1-100848426/p,174.5
10761925,Yogurt Bebible GLORIA Sabor a Vainilla Botella 180g,GLORIA,https://www.plazavea.com.pe/lacteos-y-huevos,https://www.plazavea.com.pe/yogurt-bebible-gloria-vainilla-botella-180g/p,2.4
10775125,Plato ALFA PP 15 Paquete 20un,ALFA,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/plato-alfa-pp-15-paquete-20un/p,3.2
10235205,Protectores Diarios NOSOTRAS Flexibles Caja 150un,NOSOTRAS,https://www.plazavea.com.pe/cuidado-personal-y-salud,https://www.plazavea.com.pe/protectores-diarios-nosotras-flexibles-caja-150un/p,25.5
30857,Gaseosa INCA KOLA + COCA COLA Botella 3L Paquete 3un,INCA KOLA,https://www.plazavea.com.pe/bebidas,https://www.plazavea.com.pe/gaseosa-inca-kola-coca-cola-botella-3l-paquete-3un/p,28.5
10087757,Papel Toalla ELITE Ultra Delgado Paquete 6un,ELITE,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/papel-toalla-elite-ultra-delgado-paquete-6un/p,16.4
10035003,Coche Bastón LITTLE STEP B3-A/B3-B Fucsia,LITTLE STEP,https://www.plazavea.com.pe/bebe-e-infantil,https://www.plazavea.com.pe/coche-baston-little-step-b3a-b3b-fucsia/p,89.0
10953861,Trapeador Magico Plano con Balde Escurridor,RYBIU IMPORT,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/trapeador-magico-plano-con-balde-escurridor-100699142/p,83.0
11146629,Cambiador Infanti Portátil Estrellas,INFANTI,https://www.plazavea.com.pe/bebe-e-infantil,https://www.plazavea.com.pe/cambiador-infanti-portatil-estrellas-100847923/p,101.4
18570,Chocolate con Oreo MILKA Bolsa 100g,MILKA,https://www.plazavea.com.pe/abarrotes,https://www.plazavea.com.pe/chocolate-milka-oreo-bolsa-100g/p,16.4
90541,Café Molido ARTIDORO RODRIGUEZ Amazonas Bolsa 250g,ARTIDORO RODRIGUEZ,https://www.plazavea.com.pe/desayunos,https://www.plazavea.com.pe/cafe-molido-artidoro-rodriguez-amazonas-bolsa-250g/p,34.8
10901400,Bandeja Circular Olego Oxo Biodegradable x 3u. Color Lila,OLEGO,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/bandeja-circular-olego-oxo-biodegradable-x-3u--color-lila-100650355/p,10.0
11148144,Correpasillos Kiddieland Lights N' Sounds Activity Ride-On Minnie,KIDDIELAND,https://www.plazavea.com.pe/bebe-e-infantil,https://www.plazavea.com.pe/correpasillos-kiddieland-lights-n--sounds-activity-ride-on-minnie-100849364/p,98.55
11139338,Desinfectante Cristal Julcam Pino por 900 ml,JULCAM,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/desinfectante-cristal-julcam-pino-por-900-ml-100841320/p,22.0
10278973,Orégano LOPESA Sobre 15g Bolsa 5un,LOPESA,https://www.plazavea.com.pe/abarrotes,https://www.plazavea.com.pe/oregano-lopesa-sobre-15g-bolsa-5un/p,2.0
10031638,Jamón Sándwich SAN FERNANDO Bolsa 200g,SAN FERNANDO,https://www.plazavea.com.pe/quesos-y-fiambres,https://www.plazavea.com.pe/jamon-sandwich-san-fernando-bolsa-200g/p,6.1
10587206,Arroz Blanco Criollo LA FLORENCIA Bandeja 1un,LA FLORENCIA,https://www.plazavea.com.pe/pollo-rostizado-y-comidas-preparadas,https://www.plazavea.com.pe/arroz-blanco-criollo-la-florencia-bandeja-1un/p,4.9
11041035,Pack Hot Dog Vienesa S. ALEMANA Paquete 250g + 500g,SALCHICHERÍA ALEMANA,https://www.plazavea.com.pe/quesos-y-fiambres,https://www.plazavea.com.pe/pack-hot-dog-vienesa-s--alemana-paquete-250g500g/p,13.5
53635,Papel Higiénico ELITE Clásico Doble Hoja Paquete 40un,ELITE,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/papel-higienico-elite-clasico-doble-hoja-paquete-40un/p,25.9
10265512,Detergente OPAL Manchas Imposibles Bolda 2.4Kg,OPAL,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/detergente-opal-manchas-imposibles-2-4kg/p,31.7
11144389,Balanza con Pantalla Smart,RYBIU IMPORT,https://www.plazavea.com.pe/cuidado-personal-y-salud,https://www.plazavea.com.pe/-balanza-con-pantalla-smart-100845727/p,49.0
15612,Shampoo HEAD & SHOULDERS Men Anticaspa3 en 1 Frasco 375ml,HEAD & SHOULDERS,https://www.plazavea.com.pe/cuidado-personal-y-salud,https://www.plazavea.com.pe/shampoo-head-shoulders-men-3-en-1-frasco-375ml/p,17.9
11136618,Coche Cuna Moises de Lujo Baby Cam Galaxy Azul,BABY CAM,https://www.plazavea.com.pe/bebe-e-infantil,https://www.plazavea.com.pe/coche-cuna-moises-de-lujo-baby-cam-galaxy-azul-100838772/p,499.0
10118361,Gaseosa BELL'S Ginger Cero Azúcar Botella 1.5L,BELL'S,https://www.plazavea.com.pe/bebidas,https://www.plazavea.com.pe/gaseosa-bells-ginger-cero-azucar-botella-1-5l/p,4.5
10895306,Vasos 12 oz Olego Oxo Biodegradable x 10u. Color Lila,OLEGO,https://www.plazavea.com.pe/limpieza,https://www.plazavea.com.pe/vasos-12-oz-olego-oxo-biodegradable-x-10u--color-lila-100646359/p,5.0
14535,Pan de Molde UNIÓN Multisemillas y Chips de Miel Bolsa 540g,UNIÓN,https://www.plazavea.com.pe/panaderia-y-pasteleria,https://www.plazavea.com.pe/pan-de-molde-union-multisemillas-y-chips-de-miel-bolsa-540g/p,10.39
51995,Alimento Lácteo ENFAGROW Premium Promental Sabor a Vainilla Caja 1.1Kg,ENFAGROW,https://www.plazavea.com.pe/bebe-e-infantil,https://www.plazavea.com.pe/alimento-lacteo-enfagrow-premium-promental-sabor-a-vainilla-caja-1-1kg/p,96.9
