sku,name,brand,category,uri,price
10709439,Shampoo AMARÁS Bendito Clima de Lima Frasco 700ml,AMARAS,https://www.plazavea.com.pe/cuidado-personal-y-salud,https://www.plazavea.com.pe/shampoo-amaras-bendito-clima-de-lima-frasco-700ml/p,17.5
11389207,Alula Gold Etapa 1,ALULA,https://www.plazavea.com.pe/bebe-e-infantil,https://www.plazavea.com.pe/alula-gold-etapa-1-101020621/p,46.5
10705136,Croissant de Pollo ANDREE SANDWICHS 1un,ANDREE SANDWICHS,https://www.plazavea.com.pe/panaderia-y-pasteleria,https://www.plazavea.com.pe/croissant-de-pollo/p,6.5
11393273,Coche Bastón Deportivo Morley Edición Limitada Azul,BABY CRAFT,https://www.plazavea.com.pe/bebe-e-infantil,https://www.plazavea.com.pe/coche-baston-deportivo-morley-edicion-limitada-azul-101024718/p,449.0
10020880,Mix de Arveja y Zanahoria Precocida Congelada GREEN FOOD Bolsa 400g,GREEN FOOD,https://www.plazavea.com.pe/frutas-y-verduras,https://www.plazavea.com.pe/mix-de-arveja-y-zanahoria-precocida-congelada-green-food-bolsa-400g/p,7.9
11360404,"Vitaminas Mason Natural - Vitamin A-10,000 Iu (100 Softg) + Shaker",MASON NATURAL,https://www.plazavea.com.pe/mercado-saludable,https://www.plazavea.com.pe/vitaminas-mason-natural-vitamin-a-10000-iu--100-softg-shaker-100991338/p,74.9
62774,Chocolate HERSHEY'S Kisses Gold Caja 204g,HERSHEY'S,https://www.plazavea.com.pe/abarrotes,https://www.plazavea.com.pe/chocolate-hersheys-kisses-gold-caja-204g/p,21.9
11338721,Gel antibacterial Ebriel 1 Gl,EBRIEL,https://www.plazavea.com.pe/cuidado-personal-y-salud,https://www.plazavea.com.pe/gel-antibacterial-ebriel-1-gl-100969867/p,68.0
8495,Jamón de Pavita SAN FERNANDO,SAN FERNANDO,https://www.plazavea.com.pe/quesos-y-fiambres,https://www.plazavea.com.pe/jamon-de-pavita-san-fernando/p,11.32
11253530,Acondicionador Hidratante PANTENE Pro-V Miracles Equilibrio Raíz y Puntas Frasco 250ml,PANTENE,https://www.plazavea.com.pe/cuidado-personal-y-salud,https://www.plazavea.com.pe/acondicionador-hidratante-pantene-prov-miracles-equilibrio-raiz-y-puntas-frasco-250ml/p,18.9
10291664,Arándanos Entero Congelado EL FRUTERO Bolsa 1Kg,EL FRUTERO,https://www.plazavea.com.pe/frutas-y-verduras,https://www.plazavea.com.pe/arandanos-entero-el-frutero-congelado-bolsa-1kg/p,19.8
11327137,Ensalada Mix Primavera BELL'S FRESCOS Táper 150g,BELL'S FRESCOS,https://www.plazavea.com.pe/frutas-y-verduras,https://www.plazavea.com.pe/ensalada-mix-primavera-bells-frescos-taper-150g/p,7.99
10020938,Sopa Instantánea MARUCHAN Pollo Vaso 64g,MARUCHAN,https://www.plazavea.com.pe/abarrotes,https://www.plazavea.com.pe/sopa-instantanea-maruchan-pollo-vaso-64g/p,5.9
